subscriber_id,msisdn,customer_type,segment,status,activation_date,deactivation_date,country,region,city
SUB_0004712,79904982945,B2C_postpaid,Business,ACTIVE,2025-10-18,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004713,79126350663,B2C_prepaid,Mass,SUSPENDED,2023-11-26,,Russia,Moscow,Moscow
SUB_0004714,79107712963,B2C_postpaid,Business,ACTIVE,2025-12-01,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004715,79795257305,B2C_prepaid,Mass,BLOCKED,2026-07-24,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004716,79710123889,B2C_postpaid,Mass,ACTIVE,2024-01-11,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004717,79036704902,B2B,Mass,ACTIVE,2024-02-22,,Russia,Moscow,Moscow
SUB_0004718,79489910489,B2B,Mass,ACTIVE,2026-03-09,,Russia,Moscow,Moscow
SUB_0004719,79145021243,B2C_prepaid,Mass,ACTIVE,2025-03-11,,Russia,Krasnodar Krai,Krasnodar
SUB_0004720,79881104039,B2C_prepaid,Mass,ACTIVE,2023-07-17,,Russia,Krasnodar Krai,Krasnodar
SUB_0004721,79725550724,B2C_postpaid,Mass,ACTIVE,2026-11-04,,Russia,Krasnodar Krai,Krasnodar
SUB_0004722,79574311284,B2C_postpaid,Mass,ACTIVE,2024-03-21,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004723,79088767927,B2C_prepaid,Mass,ACTIVE,2025-05-02,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004724,79881976054,B2C_prepaid,Mass,ACTIVE,2025-01-10,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004725,79650344048,B2C_prepaid,Mass,ACTIVE,2024-05-28,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004726,79399597190,B2B,Premium,ACTIVE,2023-10-11,,Russia,Krasnodar Krai,Krasnodar
SUB_0004727,79412640245,B2C_postpaid,Youth,ACTIVE,2023-10-02,,Russia,Moscow,Moscow
SUB_0004728,79228075070,B2B,Premium,ACTIVE,2023-12-10,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004729,79612870411,B2B,Premium,ACTIVE,2024-11-29,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004730,79180612294,B2B,Mass,ACTIVE,2025-09-21,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004731,79824323364,B2C_postpaid,Premium,ACTIVE,2026-10-10,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004732,79481962113,B2C_postpaid,Premium,BLOCKED,2024-08-28,,Russia,Krasnodar Krai,Krasnodar
SUB_0004733,79429110947,B2C_prepaid,Mass,ACTIVE,2026-10-25,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004734,79860684104,B2C_postpaid,Premium,ACTIVE,2023-09-09,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004735,79246259642,B2C_prepaid,Mass,ACTIVE,2026-08-12,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004736,79403487467,B2C_postpaid,Mass,ACTIVE,2023-10-13,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004737,79703238492,B2C_postpaid,Mass,ACTIVE,2024-06-01,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004738,79089403345,B2C_prepaid,Premium,ACTIVE,2023-07-23,2023-12-30,Russia,Moscow,Moscow
SUB_0004739,79736543432,B2C_postpaid,Mass,ACTIVE,2024-04-21,,Russia,Krasnodar Krai,Krasnodar
SUB_0004740,79142665566,B2C_prepaid,Mass,ACTIVE,2024-08-23,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004741,79026086393,B2C_postpaid,Mass,ACTIVE,2023-11-24,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004742,79467597437,B2C_prepaid,Mass,BLOCKED,2025-06-30,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004743,79509840075,B2C_prepaid,Youth,ACTIVE,2023-12-06,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004744,79928002036,B2C_postpaid,Mass,ACTIVE,2023-07-15,2023-12-14,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004745,79951211206,B2C_prepaid,Mass,ACTIVE,2024-05-21,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004746,79535709966,B2C_prepaid,Premium,BLOCKED,2026-06-04,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004747,79697623671,B2C_postpaid,Mass,ACTIVE,2023-07-17,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004748,79121543262,B2C_prepaid,Youth,ACTIVE,2024-06-21,,Russia,Moscow,Moscow
SUB_0004749,79208993228,B2C_prepaid,Mass,ACTIVE,2024-01-29,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004750,79773620688,B2C_prepaid,Mass,ACTIVE,2026-09-21,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004751,79110903322,B2C_postpaid,Mass,ACTIVE,2024-05-28,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004752,79674235884,B2C_postpaid,Premium,ACTIVE,2024-08-28,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004753,79488439708,B2C_postpaid,Premium,BLOCKED,2025-03-19,,Russia,Krasnodar Krai,Krasnodar
SUB_0004754,79625709297,B2C_prepaid,Mass,ACTIVE,2026-06-23,,Russia,Krasnodar Krai,Krasnodar
SUB_0004755,79009688999,B2C_postpaid,Premium,ACTIVE,2026-08-07,,Russia,Moscow,Moscow
SUB_0004756,79619391850,B2C_postpaid,Premium,ACTIVE,2025-08-31,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004757,79350085267,B2C_postpaid,Premium,ACTIVE,2023-12-18,,Russia,Krasnodar Krai,Krasnodar
SUB_0004758,79430296204,B2C_postpaid,Business,ACTIVE,2023-10-06,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004759,79750795956,B2C_prepaid,Mass,ACTIVE,2025-12-31,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004760,79873075748,B2C_postpaid,Youth,ACTIVE,2023-11-02,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004761,79545063452,B2B,Mass,ACTIVE,2023-08-14,,Russia,Krasnodar Krai,Krasnodar
SUB_0004762,79277563074,B2C_postpaid,Mass,ACTIVE,2026-09-14,,Russia,Moscow,Moscow
SUB_0004763,79406674507,B2C_prepaid,Mass,ACTIVE,2025-01-03,2025-03-08,Russia,Saint Petersburg,Saint Petersburg
SUB_0004764,79599077518,B2C_prepaid,Mass,BLOCKED,2024-11-26,,Russia,Krasnodar Krai,Krasnodar
SUB_0004765,79961630225,B2B,Business,ACTIVE,2026-11-25,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004766,79291591528,B2C_postpaid,Mass,ACTIVE,2026-12-01,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004767,79389695604,B2C_prepaid,Premium,BLOCKED,2023-10-30,,Russia,Moscow,Moscow
SUB_0004768,79237620952,B2C_prepaid,Youth,ACTIVE,2025-05-14,2025-10-16,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004769,79624389784,B2B,Mass,ACTIVE,2026-01-21,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004770,79956440882,B2C_prepaid,Premium,ACTIVE,2026-08-08,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004771,79043482978,B2C_postpaid,Mass,ACTIVE,2025-01-05,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004772,79282558065,B2B,Premium,ACTIVE,2026-02-08,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004773,79323776381,B2C_prepaid,Premium,ACTIVE,2023-09-02,2024-12-27,Russia,Moscow,Moscow
SUB_0004774,79780547073,B2C_prepaid,Mass,ACTIVE,2026-01-01,,Russia,Krasnodar Krai,Krasnodar
SUB_0004775,79967387705,B2B,Youth,ACTIVE,2024-12-17,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004776,79159277519,B2B,Mass,ACTIVE,2025-05-14,2026-05-19,Russia,Moscow,Moscow
SUB_0004777,79144039332,B2C_prepaid,Youth,SUSPENDED,2023-12-29,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004778,79264272198,B2C_postpaid,Premium,ACTIVE,2026-05-30,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004779,79172472567,B2C_prepaid,Mass,ACTIVE,2026-08-19,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004780,79424923462,B2C_postpaid,Premium,SUSPENDED,2023-11-15,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004781,79600875501,B2C_prepaid,Mass,ACTIVE,2025-11-11,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004782,79819345549,B2C_prepaid,Mass,ACTIVE,2024-12-24,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004783,79413663327,B2C_prepaid,Mass,ACTIVE,2024-02-26,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004784,79195274950,B2C_postpaid,Premium,ACTIVE,2024-10-29,,Russia,Moscow,Moscow
SUB_0004785,79504179778,B2C_prepaid,Premium,SUSPENDED,2025-07-30,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004786,79965040316,B2C_prepaid,Mass,ACTIVE,2024-04-27,,Russia,Krasnodar Krai,Krasnodar
SUB_0004787,79218798971,B2C_postpaid,Mass,ACTIVE,2026-10-24,2026-12-24,Russia,Krasnodar Krai,Krasnodar
SUB_0004788,79295163851,B2C_prepaid,Premium,ACTIVE,2025-02-03,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004789,79151343250,B2C_prepaid,Mass,ACTIVE,2025-05-07,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004790,79787026932,B2B,Mass,ACTIVE,2024-11-15,,Russia,Krasnodar Krai,Krasnodar
SUB_0004791,79455363604,B2C_prepaid,Mass,SUSPENDED,2024-06-10,,Russia,Moscow,Moscow
SUB_0004792,79602865330,B2C_postpaid,Business,ACTIVE,2024-05-06,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004793,79941355586,B2C_prepaid,Mass,ACTIVE,2024-04-14,,Russia,Moscow,Moscow
SUB_0004794,79435893853,B2C_prepaid,Mass,ACTIVE,2025-01-23,,Russia,Moscow,Moscow
SUB_0004795,79763044930,B2C_prepaid,Mass,ACTIVE,2026-08-22,,Russia,Moscow,Moscow
SUB_0004796,79840388392,B2C_prepaid,Premium,ACTIVE,2025-05-04,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004797,79436393076,B2C_postpaid,Youth,ACTIVE,2026-11-25,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004798,79499950507,B2C_postpaid,Premium,ACTIVE,2024-08-24,,Russia,Krasnodar Krai,Krasnodar
SUB_0004799,79726898583,B2C_prepaid,Youth,ACTIVE,2024-01-10,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004800,79990272687,B2B,Business,SUSPENDED,2025-08-16,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004801,79646727022,B2C_prepaid,Mass,ACTIVE,2025-09-30,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004802,79303529400,B2C_postpaid,Premium,ACTIVE,2025-01-12,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004803,79308658470,B2C_postpaid,Mass,ACTIVE,2026-07-29,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004804,79807869983,B2C_postpaid,Premium,ACTIVE,2024-02-25,,Russia,Krasnodar Krai,Krasnodar
SUB_0004805,79564026577,B2C_postpaid,Premium,ACTIVE,2023-08-09,,Russia,Krasnodar Krai,Krasnodar
SUB_0004806,79719467546,B2C_postpaid,Mass,ACTIVE,2026-06-20,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004807,79088947847,B2C_postpaid,Premium,ACTIVE,2025-02-07,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004808,79518561853,B2B,Premium,ACTIVE,2024-06-08,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004809,79874977288,B2C_prepaid,Mass,ACTIVE,2024-12-24,,Russia,Krasnodar Krai,Krasnodar
SUB_0004810,79420024076,B2B,Mass,ACTIVE,2026-12-28,,Russia,Krasnodar Krai,Krasnodar
SUB_0004811,79633532028,B2C_postpaid,Youth,ACTIVE,2026-11-28,,Russia,Krasnodar Krai,Krasnodar
SUB_0004812,79795558003,B2C_postpaid,Youth,ACTIVE,2024-08-28,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004813,79510595433,B2C_prepaid,Mass,ACTIVE,2024-12-13,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004814,79039655408,B2C_postpaid,Mass,ACTIVE,2024-03-10,,Russia,Krasnodar Krai,Krasnodar
SUB_0004815,79290939867,B2C_prepaid,Youth,ACTIVE,2024-11-03,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004816,79087863165,B2C_postpaid,Mass,ACTIVE,2026-08-23,,Russia,Moscow,Moscow
SUB_0004817,79232352961,B2B,Mass,ACTIVE,2026-04-14,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004818,79493703128,B2C_prepaid,Mass,ACTIVE,2025-03-10,2025-12-09,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004819,79065992718,B2C_prepaid,Mass,ACTIVE,2026-03-31,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004820,79363386586,B2C_prepaid,Mass,ACTIVE,2025-06-16,,Russia,Krasnodar Krai,Krasnodar
SUB_0004821,79339772809,B2C_prepaid,Mass,ACTIVE,2025-01-06,,Russia,Moscow,Moscow
SUB_0004822,79194585278,B2C_prepaid,Mass,ACTIVE,2024-04-08,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004823,79458537316,B2C_postpaid,Mass,ACTIVE,2024-07-13,,Russia,Moscow,Moscow
SUB_0004824,79433152915,B2C_prepaid,Mass,ACTIVE,2024-01-27,,Russia,Moscow,Moscow
SUB_0004825,79115814226,B2C_prepaid,Youth,SUSPENDED,2024-06-15,2024-10-01,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004826,79326269458,B2C_prepaid,Mass,ACTIVE,2026-07-19,,Russia,Moscow,Moscow
SUB_0004827,79707133676,B2C_postpaid,Mass,ACTIVE,2024-12-11,,Russia,Moscow,Moscow
SUB_0004828,79444089471,B2C_prepaid,Mass,ACTIVE,2026-07-04,,Russia,Moscow,Moscow
SUB_0004829,79755821610,B2B,Business,ACTIVE,2024-12-01,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004830,79002119004,B2C_prepaid,Mass,ACTIVE,2026-01-05,,Russia,Moscow,Moscow
SUB_0004831,79154649533,B2C_prepaid,Youth,ACTIVE,2026-12-29,,Russia,Moscow,Moscow
SUB_0004832,79717042833,B2C_postpaid,Mass,ACTIVE,2023-08-19,,Russia,Moscow,Moscow
SUB_0004833,79564505373,B2C_postpaid,Youth,ACTIVE,2026-04-21,,Russia,Krasnodar Krai,Krasnodar
SUB_0004834,79950806494,B2C_postpaid,Premium,ACTIVE,2025-07-19,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004835,79318966255,B2C_postpaid,Mass,ACTIVE,2024-11-12,,Russia,Krasnodar Krai,Krasnodar
SUB_0004836,79488502917,B2C_postpaid,Business,ACTIVE,2026-10-26,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004837,79767117433,B2C_postpaid,Premium,ACTIVE,2026-04-29,,Russia,Krasnodar Krai,Krasnodar
SUB_0004838,79261305025,B2C_postpaid,Youth,ACTIVE,2023-09-15,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004839,79994154959,B2C_postpaid,Mass,ACTIVE,2025-12-11,,Russia,Moscow,Moscow
SUB_0004840,79936330656,B2C_prepaid,Mass,ACTIVE,2025-05-28,,Russia,Moscow,Moscow
SUB_0004841,79362015000,B2B,Premium,ACTIVE,2026-11-08,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004842,79932802758,B2C_prepaid,Premium,ACTIVE,2024-06-22,,Russia,Krasnodar Krai,Krasnodar
SUB_0004843,79597537634,B2C_postpaid,Mass,ACTIVE,2023-10-30,2024-11-29,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004844,79773008550,B2C_prepaid,Mass,ACTIVE,2025-03-25,2025-12-22,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004845,79996661492,B2C_postpaid,Premium,ACTIVE,2026-05-09,,Russia,Krasnodar Krai,Krasnodar
SUB_0004846,79621791510,B2C_postpaid,Mass,SUSPENDED,2025-11-09,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004847,79613143139,B2C_prepaid,Mass,ACTIVE,2025-05-20,,Russia,Moscow,Moscow
SUB_0004848,79828114181,B2C_postpaid,Mass,ACTIVE,2024-09-07,,Russia,Krasnodar Krai,Krasnodar
SUB_0004849,79478435856,B2C_postpaid,Premium,ACTIVE,2025-01-06,,Russia,Moscow,Moscow
SUB_0004850,79459014072,B2C_prepaid,Mass,ACTIVE,2026-08-31,,Russia,Moscow,Moscow
SUB_0004851,79077079558,B2C_prepaid,Mass,ACTIVE,2024-03-18,,Russia,Moscow,Moscow
SUB_0004852,79973572199,B2C_prepaid,Youth,ACTIVE,2025-10-24,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004853,79073796989,B2C_prepaid,Mass,ACTIVE,2024-03-02,,Russia,Moscow,Moscow
SUB_0004854,79538357545,B2B,Business,ACTIVE,2024-04-10,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004855,79829959621,B2C_prepaid,Mass,SUSPENDED,2025-03-30,,Russia,Krasnodar Krai,Krasnodar
SUB_0004856,79683103766,B2C_prepaid,Mass,SUSPENDED,2023-09-08,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004857,79999845558,B2C_postpaid,Premium,ACTIVE,2025-09-07,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004858,79190439806,B2C_postpaid,Mass,ACTIVE,2023-11-22,,Russia,Krasnodar Krai,Krasnodar
SUB_0004859,79164084350,B2C_prepaid,Mass,ACTIVE,2024-04-29,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004860,79043668984,B2C_prepaid,Premium,ACTIVE,2023-10-15,,Russia,Moscow,Moscow
SUB_0004861,79717883881,B2C_postpaid,Mass,ACTIVE,2026-03-22,2026-07-18,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004862,79365526473,B2C_prepaid,Youth,ACTIVE,2025-08-28,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004863,79946493990,B2C_prepaid,Youth,ACTIVE,2026-04-15,,Russia,Krasnodar Krai,Krasnodar
SUB_0004864,79386849227,B2C_prepaid,Mass,ACTIVE,2026-11-03,,Russia,Krasnodar Krai,Krasnodar
SUB_0004865,79719294299,B2C_postpaid,Mass,ACTIVE,2024-09-14,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004866,79580095035,B2C_postpaid,Mass,SUSPENDED,2025-11-12,,Russia,Krasnodar Krai,Krasnodar
SUB_0004867,79571366897,B2C_postpaid,Mass,BLOCKED,2025-03-18,,Russia,Krasnodar Krai,Krasnodar
SUB_0004868,79900648747,B2C_postpaid,Mass,SUSPENDED,2025-03-23,,Russia,Krasnodar Krai,Krasnodar
SUB_0004869,79383281360,B2C_prepaid,Premium,ACTIVE,2025-05-20,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004870,79998425360,B2C_prepaid,Mass,SUSPENDED,2026-06-18,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004871,79545960845,B2C_prepaid,Mass,ACTIVE,2023-07-15,,Russia,Moscow,Moscow
SUB_0004872,79361536529,B2C_prepaid,Mass,ACTIVE,2024-05-14,,Russia,Moscow,Moscow
SUB_0004873,79793538914,B2C_prepaid,Mass,ACTIVE,2024-02-07,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004874,79492543243,B2C_prepaid,Mass,ACTIVE,2024-12-18,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004875,79431268363,B2C_prepaid,Mass,ACTIVE,2024-05-16,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004876,79592127253,B2C_postpaid,Mass,SUSPENDED,2026-06-18,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004877,79803578524,B2C_postpaid,Mass,ACTIVE,2024-06-03,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004878,79867670155,B2C_prepaid,Premium,ACTIVE,2026-08-18,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004879,79140099489,B2C_prepaid,Mass,ACTIVE,2024-11-10,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004880,79920202591,B2C_prepaid,Mass,ACTIVE,2025-01-08,,Russia,Moscow,Moscow
SUB_0004881,79914987680,B2C_postpaid,Youth,ACTIVE,2025-04-08,2025-07-18,Russia,Saint Petersburg,Saint Petersburg
SUB_0004882,79528221422,B2C_postpaid,Premium,ACTIVE,2026-03-17,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004883,79224578240,B2C_postpaid,Mass,ACTIVE,2023-08-06,,Russia,Krasnodar Krai,Krasnodar
SUB_0004884,79018935284,B2C_prepaid,Premium,ACTIVE,2025-12-27,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004885,79441946197,B2C_postpaid,Mass,SUSPENDED,2025-12-09,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004886,79949824744,B2C_postpaid,Premium,ACTIVE,2024-02-04,,Russia,Krasnodar Krai,Krasnodar
SUB_0004887,79681723058,B2B,Mass,BLOCKED,2024-04-08,2024-08-30,Russia,Saint Petersburg,Saint Petersburg
SUB_0004888,79388681996,B2C_postpaid,Mass,ACTIVE,2025-08-31,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004889,79089365854,B2C_postpaid,Mass,ACTIVE,2025-03-29,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004890,79367346577,B2C_postpaid,Mass,ACTIVE,2023-10-19,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004891,79328273319,B2C_postpaid,Premium,ACTIVE,2025-06-22,,Russia,Krasnodar Krai,Krasnodar
SUB_0004892,79327316119,B2C_prepaid,Youth,ACTIVE,2023-10-02,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004893,79445704487,B2C_postpaid,Mass,ACTIVE,2026-03-28,,Russia,Krasnodar Krai,Krasnodar
SUB_0004894,79438683338,B2C_prepaid,Premium,ACTIVE,2024-02-17,,Russia,Krasnodar Krai,Krasnodar
SUB_0004895,79345357632,B2C_prepaid,Mass,ACTIVE,2025-01-27,,Russia,Moscow,Moscow
SUB_0004896,79647496994,B2C_postpaid,Mass,ACTIVE,2026-10-27,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004897,79263461483,B2C_prepaid,Youth,ACTIVE,2024-06-21,,Russia,Krasnodar Krai,Krasnodar
SUB_0004898,79968034051,B2C_postpaid,Mass,ACTIVE,2023-09-15,,Russia,Krasnodar Krai,Krasnodar
SUB_0004899,79417057644,B2C_prepaid,Mass,ACTIVE,2025-04-08,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004900,79137646114,B2C_postpaid,Mass,ACTIVE,2026-12-19,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004901,79257945965,B2C_postpaid,Youth,ACTIVE,2024-12-07,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004902,79718731038,B2B,Mass,BLOCKED,2025-01-04,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004903,79811444212,B2C_postpaid,Business,ACTIVE,2026-04-24,,Russia,Moscow,Moscow
SUB_0004904,79114983319,B2C_prepaid,Mass,ACTIVE,2025-04-09,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004905,79090553830,B2C_prepaid,Premium,ACTIVE,2023-12-07,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004906,79861922401,B2B,Mass,ACTIVE,2023-07-30,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004907,79517004878,B2C_prepaid,Mass,ACTIVE,2026-03-28,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004908,79283311309,B2C_postpaid,Youth,ACTIVE,2024-12-15,,Russia,Krasnodar Krai,Krasnodar
SUB_0004909,79862641484,B2C_postpaid,Mass,ACTIVE,2026-01-25,,Russia,Krasnodar Krai,Krasnodar
SUB_0004910,79675034342,B2C_prepaid,Mass,ACTIVE,2025-06-12,,Russia,Krasnodar Krai,Krasnodar
SUB_0004911,79827691599,B2C_postpaid,Youth,ACTIVE,2025-10-05,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004912,79983685676,B2C_postpaid,Youth,ACTIVE,2023-12-30,,Russia,Krasnodar Krai,Krasnodar
SUB_0004913,79911432033,B2C_postpaid,Mass,ACTIVE,2024-12-18,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004914,79856332517,B2C_postpaid,Mass,BLOCKED,2025-10-04,,Russia,Krasnodar Krai,Krasnodar
SUB_0004915,79073838699,B2C_postpaid,Premium,ACTIVE,2026-07-13,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004916,79866188050,B2C_prepaid,Mass,ACTIVE,2024-02-10,2025-07-10,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004917,79160802106,B2C_postpaid,Mass,ACTIVE,2025-03-13,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004918,79911962425,B2C_prepaid,Mass,ACTIVE,2024-10-08,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004919,79708653011,B2C_postpaid,Premium,ACTIVE,2026-03-24,,Russia,Moscow,Moscow
SUB_0004920,79403540308,B2C_prepaid,Youth,ACTIVE,2025-07-16,2026-09-13,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004921,79156148762,B2C_postpaid,Mass,SUSPENDED,2024-01-15,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004922,79784827346,B2C_postpaid,Youth,ACTIVE,2024-05-31,,Russia,Krasnodar Krai,Krasnodar
SUB_0004923,79894908221,B2C_prepaid,Mass,SUSPENDED,2026-07-27,,Russia,Krasnodar Krai,Krasnodar
SUB_0004924,79609009315,B2C_prepaid,Mass,ACTIVE,2025-01-06,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004925,79580947552,B2C_prepaid,Mass,ACTIVE,2025-03-26,,Russia,Saint Petersburg,Saint Petersburg
SUB_0004926,79237595371,B2B,Business,SUSPENDED,2025-02-06,,Russia,Moscow,Moscow
SUB_0004927,79639826519,B2C_postpaid,Mass,ACTIVE,2024-04-01,2024-10-06,Russia,Moscow,Moscow
SUB_0004928,79819589736,B2C_prepaid,Mass,ACTIVE,2026-10-17,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0004929,79392575549,B2C_prepaid,Premium,ACTIVE,2026-09-16,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004930,79726784092,B2B,Mass,ACTIVE,2023-09-29,,Russia,Moscow,Moscow
SUB_0004931,79395362386,B2B,Business,ACTIVE,2025-09-14,,Russia,Krasnodar Krai,Krasnodar
SUB_0004932,79647271152,B2C_prepaid,Premium,ACTIVE,2024-09-04,,Russia,Moscow,Moscow
SUB_0004933,79565827103,B2B,Business,ACTIVE,2026-09-18,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0004934,79729402800,B2C_postpaid,Youth,ACTIVE,2025-02-27,2025-06-11,Russia,Moscow,Moscow
SUB_0004935,79429829830,B2C_postpaid,Mass,ACTIVE,2025-03-28,,Russia,Sverdlovsk Oblast,Yekaterinburg
